motivation_average,originality_average,score_total,motivation,originality
9.21E-05,0.500950506,5,0,1
0.999926567,0.285659237,6,1,0
8.42E-05,0.166970151,5,0,0
0.999931574,0.999981403,8,1,1
0.999915063,0.999975801,10,1,1
0.99993223,0.597097438,5,1,1
0.999929269,0.599999773,5,1,1
0.999917388,0.665745423,8,1,1
0.998882622,0.328878742,6,1,0
0.99993813,0.125212031,6,1,0
0.947054476,0.088813121,5,1,0
9.97E-05,0.499958694,3,0,0
0.499985902,0.99423027,5,0,1
0.196268108,0.400855762,8,0,0
0.999922276,0.400113982,6,1,0
6.47E-05,0.532154936,8,0,1
0.999911666,0.748548634,3,1,1
0.379982381,0.49999234,3,0,0
0.431482579,0.200067159,5,0,0
0.999915838,0.497939327,3,1,0
0.666719873,0.254141295,5,1,0
0.993174136,0.251135452,5,1,0
0.001837444,0.001900556,3,0,0
0.666653853,0.500883654,8,1,1
0.599063579,2.86E-05,3,1,0
0.329879125,0.665689996,3,0,1
8.37E-05,0.474353824,3,0,0
0.000828531,0.744025278,5,0,1
0.000746815,0.499866899,6,0,0
0.998823285,0.411807817,5,1,0
0.999920547,0.626847326,8,1,1
0.999918818,0.500028827,6,1,1
0.502438343,0.887889057,6,1,1
0.999865741,0.709434242,6,1,1
0.547903121,0.200091368,5,1,0
0.500378156,0.999981642,8,1,1
0.526521549,0.413925842,6,1,0
0.817878544,0.565127334,6,1,1
0.99992013,0.429381809,8,1,0
0.999911308,0.665422944,5,1,1
0.987265676,0.653706019,6,1,1
0.666973935,0.468886524,8,1,0
0.997926235,0.000609757,6,1,0
0.721427704,0.333989832,3,1,0
0.32417849,0.35772278,5,0,0
0.526089329,0.98674497,6,1,1
0.999485373,0.999984304,8,1,1
5.86E-05,0.300670912,3,0,0
0.351180354,0.499771753,3,0,0
0.547678029,0.999981403,5,1,1
0.998969927,0.502100651,6,1,1
0.142909955,0.166823647,3,0,0
0.535275504,0.999963323,6,1,1
0.571447915,0.624979611,5,1,1
6.22E-05,0.01433395,5,0,0
9.94E-05,2.16E-05,3,0,0
0.327633978,0.096445462,5,0,0
0.749664699,0.601852839,3,1,1
7.74E-05,0.214293042,5,0,0
9.08E-05,0.019252254,1,0,0
0.346350638,0.178489166,5,0,0
0.000115695,0.234166365,3,0,0
9.50E-05,0.750001685,5,0,1
0.500235142,0.020285303,5,1,0
0.999933004,0.999976635,6,1,1
0.999910951,0.167824887,6,1,0
0.098865829,0.485910083,5,0,0
0.915295601,0.47459277,6,1,0
0.979736725,0.999938846,8,1,1
0.500408053,0.993139654,8,1,1
0.00117486,0.499993389,8,0,0
0.999931574,0.414779281,6,1,0
0.99985373,0.830808878,8,1,1
6.46E-05,0.179380272,3,0,0
0.999914845,0.999985218,5,1,1
0.033487128,0.499891422,6,0,0
0.999935269,0.749987186,3,1,1
0.999891579,0.99998343,5,1,1
7.82E-05,0.649579669,3,0,1
0.986904651,0.486586075,6,1,0
0.999920607,0.500004583,6,1,1
0.258079082,0.845724969,6,0,1
8.50E-05,0.20491709,5,0,0
0.999912143,0.883643611,8,1,1
0.507358849,0.981133163,8,1,1
0.999915123,0.596927007,3,1,1
8.02E-05,0.501292147,6,0,1
0.994957656,0.999572968,5,1,1
0.000112684,0.998001277,5,0,1
0.999933481,0.397570333,6,1,0
0.997691333,0.393259496,5,1,0
0.666651174,0.815516533,8,1,1
0.665252539,0.451412689,6,1,0
0.799972457,0.600220829,8,1,1
0.997617781,0.423666409,5,1,0
0.749957655,0.285744551,5,1,0
0.997183353,0.573595448,8,1,1
0.000515811,0.000133238,6,0,0
0.667209605,0.344418417,8,1,0
7.69E-05,0.999983191,6,0,1
0.999939203,0.398510237,6,1,0
0.998951316,0.992505789,8,1,1
0.99993515,0.95732975,8,1,1
0.001801595,0.376336625,6,0,0
0.999937773,0.404422065,6,1,0
0.99993062,0.485702328,8,1,0
0.998874128,0.499970565,8,1,0
0.599968038,0.430577895,3,1,0
0.503244764,0.062684691,3,1,0
0.671497732,0.444488584,6,1,0
0.999931872,0.666661438,5,1,1
0.999923547,0.500000804,6,1,1
0.961164683,0.656085277,6,1,1
0.999856442,0.495317382,8,1,0
7.94E-05,0.147422206,5,0,0
0.212648611,2.33E-05,3,0,0
0.331291936,0.316652552,6,0,0
0.993376315,0.166683899,3,1,0
0.677772831,0.38948008,6,1,0
0.999778291,0.629190057,5,1,1
0.193970342,0.165934216,8,0,0
0.665364616,0.229560187,5,1,0
0.569320185,0.103873905,6,1,0
0.485242165,0.250738222,6,0,0
0.992147962,0.766295362,6,1,1
0.002213198,0.338807976,6,0,0
0.706700473,0.500015122,8,1,1
0.999930024,0.539004469,3,1,1
0.68886858,0.424650376,5,1,0
9.63E-05,0.251910651,6,0,0
0.500002229,2.07E-05,3,1,0
0.999927998,0.124365161,3,1,0
7.18E-05,0.66661973,3,0,1
0.999916911,0.770925462,6,1,1
0.000152825,2.38E-05,5,0,0
0.962042451,0.567911116,3,1,1
0.000101914,0.460693762,3,0,0
0.999924898,1.97E-05,5,1,0
0.999939203,0.494155108,8,1,0
0.999756396,0.000133677,8,1,0
0.99993813,0.499870312,8,1,0
0.503998429,0.999982079,6,1,1
0.999919891,0.548671133,6,1,1
0.999923825,0.462467542,3,1,0
0.932967126,0.257621925,3,1,0
7.29E-05,0.115528701,5,0,0
0.7019611,0.174796822,3,1,0
0.966639638,0.999453247,8,1,1
0.00015253,0.174029579,6,0,0
0.500025497,0.371957951,5,1,0
0.994397521,0.79991798,6,1,1
0.424403234,0.250751657,6,0,0
0.999939561,0.319716138,3,1,0
7.03E-05,0.245173161,5,0,0
0.99983418,0.481217473,6,1,0
0.502158547,0.49998681,8,1,0
7.71E-05,0.666625892,8,0,1
0.910583794,0.444450731,8,1,0
0.499969696,0.698448168,8,0,1
0.661707121,0.762830877,10,1,1
0.009559336,0.000195448,8,0,0
0.550698921,0.271850522,6,1,0
0.999863982,0.311259261,8,1,0
0.000100602,0.222002904,5,0,0
0.333794429,0.436899626,6,0,0
0.999702533,0.651695478,8,1,1
0.666426889,0.500023846,6,1,1
0.989559621,0.382999618,6,1,0
0.999846935,0.240499955,6,1,0
0.952046037,0.36854669,6,1,0
0.999926448,0.547987422,8,1,1
0.500004865,0.999979258,6,1,1
0.667042701,0.415260311,6,1,0
0.500097299,0.336165581,5,1,0
0.961812451,0.925018057,6,1,1
0.004685143,0.667863919,6,0,1
0.998842597,0.569407349,6,1,1
0.999932885,0.33405874,6,1,0
0.499999358,0.500010627,6,0,1
0.002750179,0.555900358,5,0,1
0.999933004,0.49996973,3,1,0
0.999909937,0.200959833,3,1,0
0.666660299,0.999953628,6,1,1
0.96775873,0.749989613,1,1,1
0.499862879,0.250012486,3,0,0
0.999926726,0.312589898,6,1,0
0.999934196,0.249981103,6,1,0
0.999897957,0.666662673,5,1,1
0.999901414,0.277640862,5,1,0
0.666901242,0.555553601,5,1,1
0.990621448,0.99998486,6,1,1
0.999457419,0.343317619,6,1,0
0.99992919,0.33710615,6,1,0
0.999896467,0.400016658,8,1,0
0.751002789,0.333343965,6,1,0
0.999400258,2.07E-05,6,1,0
0.975830579,0.449179539,3,1,0
0.999371111,0.249593811,3,1,0
0.999927402,0.499720225,5,1,0
0.499964766,0.400639657,1,0,0
0.999924302,0.833319965,6,1,1
0.999916911,0.661387861,6,1,1
0.999928713,0.358909832,3,1,0
0.999933839,0.426475939,5,1,0
0.998104155,0.500798814,6,1,1
0.000100078,0.497348143,3,0,0
0.999914289,0.469728348,6,1,0
0.999924064,0.735325326,5,1,1
0.999929547,0.33333921,5,1,0
0.999913454,0.399759157,5,1,0
0.66665159,0.655635737,6,1,1
0.999893069,0.499995947,5,1,0
0.999927203,0.666705608,6,1,1
7.07E-05,0.528432787,5,0,1
0.998187383,0.923494565,6,1,1
0.650918305,0.471849988,5,1,0
0.742712915,0.572611854,5,1,1
6.77E-05,0.499998687,6,0,0
0.000362041,0.49968327,6,0,0
0.999919415,0.999977291,6,1,1
0.999921203,0.572171932,1,1,1
0.999916553,0.543007342,5,1,1
0.000531047,0.002431655,8,0,0
6.49E-05,0.014575341,3,0,0
0.999916196,0.500083594,3,1,1
0.000100402,5.73E-05,5,0,0
0.999936223,0.749978991,8,1,1
0.003016992,2.14E-05,1,0,0
0.999929786,0.96163775,8,1,1
0.999908805,0.999984145,6,1,1
0.002642522,0.500004393,5,0,1
0.999930978,0.500002104,8,1,1
0.999888182,0.428230344,3,1,0
0.999933362,0.666700644,6,1,1
0.999933362,0.333476634,6,1,0
0.000198558,0.499999798,5,0,0
0.000181151,0.5303658,5,0,1
0.999930263,2.05E-05,6,1,0
0.353653552,0.278799412,3,0,0
0.999924064,0.356544288,5,1,0
0.958268508,0.644490289,8,1,1
0.99972707,0.999870777,5,1,1
0.99989903,0.500027179,5,1,1
0.991773039,0.36256298,8,1,0
0.510141611,0.29907858,8,1,0
0.999918401,0.500006341,5,1,1
0.998356879,0.13467952,8,1,0
0.999702752,1.90E-05,3,1,0
0.999861002,0.999979496,3,1,1
0.517499093,0.585295973,6,1,1
0.499983258,0.542644645,3,0,1
0.501996916,0.507129577,6,1,1
0.999931633,0.999968588,5,1,1
0.999928474,0.999911189,3,1,1
0.999890169,0.241088251,3,1,0
0.99992764,0.512095008,8,1,1
0.999936819,0.508661438,6,1,1
0.015940883,0.17447278,5,0,0
0.999918044,0.28578125,5,1,0
0.541783035,0.000553262,3,1,0
0.000100644,0.336321427,3,0,0
6.77E-05,2.80E-05,3,0,0
0.000349619,0.498079561,3,0,0
0.499993276,0.000510423,3,0,0
0.999915282,0.290622762,6,1,0
0.999859065,0.499868371,6,1,0
0.999651551,0.666981945,8,1,1
0.959063262,0.999875218,6,1,1
0.507303388,0.333201806,5,1,0
0.999932289,0.26547343,3,1,0
0.502132334,0.999495625,3,1,1
0.999906898,0.742615467,8,1,1
0.99991709,0.166682442,5,1,0
0.50001439,0.999977191,6,1,1
0.6666916,0.281202417,3,1,0
0.237215832,0.508042895,8,0,1
0.500452936,0.593618511,8,1,1
0.500056296,0.515535882,8,1,1
0.997862875,0.999547035,8,1,1
0.001434141,0.999391675,6,0,1
0.999345124,2.02E-05,3,1,0
0.005886233,0.999600987,3,0,1
0.000322464,0.49893913,3,0,0
6.63E-05,0.999801099,6,0,1
0.667857369,0.42722565,5,1,0
0.000110705,2.01E-05,5,0,0
0.183643924,0.240103394,5,0,0
0.696371406,0.545978527,3,1,1
0.438699129,0.999974906,8,0,1
0.334332732,0.008422175,6,0,0
0.999917825,0.576862097,6,1,1
0.999923706,0.457826863,6,1,0
0.334267256,0.328785403,5,0,0
0.999872704,0.500026258,6,1,1
0.416979424,0.275788402,3,0,0
0.99982518,0.297613359,8,1,0
0.161677524,0.319163756,6,0,0
0.995900551,0.475042253,3,1,0
0.000106849,0.202782017,3,0,0
0.999896884,2.32E-05,1,1,0
0.666637951,0.666653339,3,1,1
0.999628663,0.333434737,1,1,0
0.647527268,0.59661588,6,1,1
0.307382803,0.297896989,8,0,0
8.70E-05,0.376775331,6,0,0
0.999920607,3.17E-05,6,1,0
0.699210346,0.199462112,8,1,0
0.976785302,0.250015975,6,1,0
0.999786198,0.999891907,8,1,1
0.999921203,0.513317536,8,1,1
0.999852538,0.500002534,6,1,1
0.473536849,0.742141928,5,0,1
0.452332919,3.00E-05,6,0,0
0.997252643,0.250040347,5,1,0
0.750123118,0.471645188,6,1,0
0.999910951,0.252374357,3,1,0
0.960568666,0.611045919,8,1,1
0.999920607,0.509628288,6,1,1
0.999895096,0.41264402,6,1,0
0.999898672,0.62667976,6,1,1
0.999911547,2.23E-05,6,1,0
0.999918342,0.999322534,6,1,1
0.499915182,0.54516787,6,0,1
0.00012833,0.000139647,3,0,0
0.002034126,0.336780262,3,0,0
0.714104829,0.355763026,3,1,0
0.999937773,0.666658699,5,1,1
0.999914527,0.437905315,5,1,0
0.969579756,0.416759741,8,1,0
0.259994637,0.499949162,5,0,0
0.685356387,0.357870515,6,1,0
0.999658108,0.711734853,8,1,1
0.28524106,0.499981345,5,0,0
0.999922872,0.362694983,6,1,0
0.999936342,0.500071828,8,1,1
0.735300562,0.183883176,8,1,0
0.999924064,3.93E-05,6,1,0
0.99702841,0.333863837,5,1,0
0.999926984,0.831093746,5,1,1
0.000363596,0.455011607,6,0,0
0.00609553,3.38E-05,3,0,0
0.754942834,0.666658429,6,1,1
0.763313204,0.200020019,3,1,0
0.577916319,0.710282103,5,1,1
0.999924541,0.50000139,8,1,1
0.003537676,0.342324392,3,0,0
0.999932885,0.749993115,3,1,1
0.000397429,0.316340038,6,0,0
0.486856282,0.469145276,6,0,0
0.003717722,0.749907482,3,0,1
0.999919772,0.499999509,5,1,0
0.001513587,0.333347009,8,0,0
0.941991905,0.799987009,8,1,1
0.549139585,0.856777151,8,1,1
0.562226778,0.186169988,3,1,0
0.648415138,0.494993392,3,1,0
0.341438413,0.053159148,8,0,0
0.999314388,0.666018947,5,1,1
0.666223325,0.395378309,5,1,0
0.999930382,2.01E-05,5,1,0
0.49999386,0.296795857,6,0,0
0.011175161,0.999969721,8,0,1
0.638067544,0.301813942,6,1,0
0.374470478,0.203586731,6,0,0
0.998017251,0.590925021,5,1,1
0.999883264,0.504762064,6,1,1
0.999909639,0.167411251,6,1,0
9.07E-05,0.463286099,6,0,0
8.07E-05,0.499998023,5,0,0
0.999903321,0.050060586,3,1,0
0.748134567,0.570059233,3,1,1
0.999739677,0.333346877,3,1,0
0.499987957,0.500005934,5,0,1
0.999906301,0.331075001,1,1,0
0.352014965,0.124743635,3,0,0
0.666680897,0.499471744,6,1,0
0.000851901,0.669289416,6,0,1
0.999648074,0.653234064,6,1,1
0.831323862,0.129595267,3,1,0
0.33338259,0.650410239,6,0,1
0.999842167,0.231619185,3,1,0
0.999897003,0.999981105,3,1,1
0.666760734,0.749612823,3,1,1
0.472982775,0.4992425,5,0,0
0.819373786,0.145032063,5,1,0
0.501091884,2.36E-05,3,1,0
0.000105596,0.001889553,3,0,0
7.05E-05,0.200013691,3,0,0
0.004611664,0.001137318,6,0,0
0.999872565,0.400005205,5,1,0
0.987512708,0.570871532,8,1,1
8.86E-05,0.753537597,6,0,1
0.354543227,0.372421484,8,0,0
6.00E-05,0.137299593,1,0,0
0.99867332,0.409834648,3,1,0
6.72E-05,0.500001611,3,0,1
0.999902964,0.99998033,8,1,1
0.99993217,0.999979138,6,1,1
0.999073058,0.495509073,6,1,0
0.155045837,0.623622105,6,0,1
0.999930223,0.599715437,8,1,1
0.963922322,0.959029496,10,1,1
0.99839288,0.999886155,5,1,1
0.978596687,0.997685313,5,1,1
0.999925971,0.999983788,6,1,1
0.995792866,0.999973655,8,1,1
0.000131478,0.999978423,3,0,1
0.49906619,0.799959094,8,0,1
0.250061711,2.88E-05,5,0,0
0.997911394,0.605285272,3,1,1
0.999906898,0.942224681,8,1,1
0.499995284,0.999916077,6,0,1
0.281825717,0.464210105,5,0,0
0.852788627,0.325885981,6,1,0
0.333397425,0.3878409,6,0,0
8.89E-05,0.500438891,5,0,1
0.495019368,0.499529083,6,0,0
0.999914527,0.666641441,6,1,1
0.036354244,2.15E-05,1,0,0
5.87E-05,0.174350932,5,0,0
0.999910951,0.850406528,8,1,1
0.800020956,0.373756023,3,1,0
0.015254158,0.338709162,6,0,0
8.55E-05,0.250049679,6,0,0
0.845600426,0.983602126,5,1,1
0.493508307,0.338204391,6,0,0
0.005465002,0.397911131,6,0,0
0.500285271,0.499391786,5,1,0
0.999876738,0.33334332,6,1,0
0.355691494,0.743162829,3,0,1
0.999920905,0.899625977,3,1,1
0.999919474,0.381229535,5,1,0
0.999926209,0.41061915,8,1,0
0.005340879,2.26E-05,6,0,0
0.999923944,0.498843829,6,1,0
0.999929309,0.394038089,6,1,0
0.999936819,0.600091774,8,1,1
8.51E-05,0.000602296,5,0,0
0.500057488,2.00E-05,8,1,0
0.998630673,0.640990295,3,1,1
0.999715775,0.749970388,3,1,1
0.000137184,2.76E-05,3,0,0
0.638829708,0.666646147,8,1,1
0.999923766,0.407520013,6,1,0
0.999843717,0.666796916,8,1,1
0.999928594,0.3333338,6,1,0
0.999935746,0.334975081,6,1,0
0.000709614,0.000428917,5,0,0
0.999711454,0.770196547,5,1,1
0.321420573,0.452321551,5,0,0
0.000142627,2.48E-05,6,0,0
0.999928832,0.50000194,8,1,1
0.999884049,0.500199668,8,1,1
0.000109711,0.970315218,5,0,1
0.973376373,0.999981284,6,1,1
0.99992317,0.999862105,8,1,1
0.999922832,0.546850441,6,1,1
0.535467893,0.999979854,8,1,1
0.99992907,0.999979019,3,1,1
0.705804467,0.529948294,6,1,1
0.001339184,0.441419984,5,0,0
0.50418137,0.547213954,8,1,1
0.000224249,0.002778424,5,0,0
0.999918818,0.503204215,5,1,1
0.999927163,0.476055612,6,1,0
7.25E-05,0.542821144,8,0,1
0.999903917,0.703218871,6,1,1
7.81E-05,0.798257458,6,0,1
0.659951977,0.736012718,6,1,1
0.528796451,0.527523333,6,1,1
0.500026278,0.499798014,6,1,0
0.001453101,0.265422986,3,0,0
0.001268175,0.422748951,5,0,0
0.999930024,0.48370671,5,1,0
0.999933124,0.999046544,8,1,1
6.19E-05,2.32E-05,5,0,0
0.609162636,0.333343191,1,1,0
0.505958033,0.335609269,5,1,0
0.495826885,0.999982953,8,0,1
7.54E-05,7.87E-05,3,0,0
0.660722971,0.79697538,6,1,1
0.000114472,0.408104938,5,0,0
0.999835968,0.756847739,8,1,1
0.669786736,0.997486398,8,1,1
0.499972086,2.54E-05,6,0,0
0.999925613,0.289136871,1,1,0
0.965405107,0.500000711,6,1,1
0.666692507,0.571163697,8,1,1
0.769501309,0.335629402,6,1,0
0.990596175,0.397349987,8,1,0
0.017645273,0.99940908,5,0,1
0.333725453,0.289116465,5,0,0
0.000525973,0.297815541,6,0,0
0.400551294,0.225430844,1,0,0
0.999906421,0.33334423,6,1,0
0.999909639,0.428659582,3,1,0
0.999517322,0.471035158,5,1,0
0.993944287,0.998557794,6,1,1
0.99992907,0.999971509,6,1,1
0.025201773,0.343723328,6,0,0
6.85E-05,0.329947198,6,0,0
0.250948463,0.662283825,6,0,1
0.335507018,0.553226115,5,0,1
0.238039494,0.660972798,6,0,1
0.999724329,0.555502874,8,1,1
0.999915361,0.250017328,1,1,0
0.40771572,0.578855388,3,0,1
7.98E-05,3.25E-05,5,0,0
0.999923468,0.647902576,5,1,1
0.91536659,0.666726644,5,1,1
0.910590887,0.200183968,5,1,0
0.999935865,0.007440532,5,1,0
0.000127414,0.218626615,3,0,0
0.250033872,0.121951707,5,0,0
0.504812653,0.784462906,6,1,1
0.99991858,0.666658497,6,1,1
0.815309227,0.000191474,6,1,0
0.999903083,0.994015316,8,1,1
0.038921718,0.429509364,5,0,0
0.721632416,0.812688351,8,1,1
0.999930739,0.249848119,6,1,0
0.999925852,0.947711527,6,1,1
0.999933958,0.33353988,6,1,0
0.999743879,0.749984948,5,1,1
0.999837905,0.502333606,5,1,1
8.83E-05,2.07E-05,3,0,0
0.906089485,0.125242638,5,1,0
0.500008602,0.498912061,5,1,0
0.999924302,0.999980807,6,1,1
0.994886935,0.472698447,3,1,0
0.001598428,0.350589074,3,0,0
0.981044471,2.58E-05,3,1,0
0.500019735,0.333340986,3,1,0
7.21E-05,2.16E-05,1,0,0
0.584014572,0.225897424,5,1,0
0.93796128,0.021158078,3,1,0
0.999918938,0.337750171,6,1,0
0.66718688,0.999975741,8,1,1
6.36E-05,0.500002633,3,0,1
0.49956522,0.160638165,5,0,0
0.499999825,0.749348431,3,0,1
0.999906182,0.999979138,3,1,1
0.399615591,0.478096864,3,0,0
0.999864846,0.51228234,5,1,1
6.30E-05,0.205047498,6,0,0
0.999846011,0.319107497,6,1,0
0.999926925,0.240222453,8,1,0
0.995248735,0.39233152,8,1,0
0.00010128,0.795079089,6,0,1
0.999928236,0.520525695,8,1,1
0.999931097,0.143652007,6,1,0
0.999905348,0.666302417,6,1,1
0.793107327,0.499998447,3,1,0
0.994438753,0.499925362,8,1,0
6.92E-05,0.248845897,5,0,0
0.00021427,0.293777218,5,0,0
0.999921203,0.001796419,3,1,0
0.9061324,0.999978483,6,1,1
0.810244441,0.666529313,5,1,1
0.999927282,0.999917209,8,1,1
0.666652549,0.33574011,3,1,0
0.666650036,0.375006319,3,1,0
0.999930561,0.511166803,6,1,1
0.498569995,0.749940848,3,0,1
0.709075078,0.404120842,3,1,0
0.999921679,0.38996782,3,1,0
0.999828577,0.2451223,5,1,0
9.48E-05,0.249420989,3,0,0
0.499998492,0.402269009,3,0,0
0.500453305,0.50003718,3,1,1
0.333485856,0.614529847,6,0,1
0.983718067,0.583292219,5,1,1
0.333875167,0.260715518,5,0,0
0.498020342,0.399504405,5,0,0
0.999892294,0.967660025,6,1,1
0.582419872,0.166676303,5,1,0
0.979985356,0.999979377,6,1,1
0.999940157,0.500001939,8,1,1
0.999333799,0.500006028,8,1,1
0.987055063,2.27E-05,5,1,0
0.592172623,1.95E-05,6,1,0
7.03E-05,3.85E-05,6,0,0
0.999922514,0.605405618,5,1,1
0.782880714,0.353684196,8,1,0
0.333312823,0.500037142,8,0,1
0.999910712,0.811829666,8,1,1
0.999927163,3.14E-05,8,1,0
0.603827326,0.29264656,6,1,0
0.000217899,0.499972482,8,0,0
0.673076603,0.497978356,3,1,0
0.999915183,0.50005101,6,1,1
0.996846139,0.184613585,3,1,0
0.499272888,0.282961849,6,0,0
0.399884022,0.666464448,6,0,1
0.999932587,0.510773404,8,1,1
0.998894632,0.281270809,8,1,0
0.999925852,0.400896644,8,1,0
7.20E-05,0.571418419,3,0,1
0.954424977,0.999984741,8,1,1
0.999922931,0.998528957,3,1,1
0.628716499,0.999982834,6,1,1
0.690314904,0.857326705,6,1,1
0.200037664,2.34E-05,3,0,0
0.500011482,0.530200378,3,1,1
0.500009145,0.364674489,3,1,0
7.16E-05,0.5653181,5,0,1
0.502992993,0.936129093,8,1,1
0.498306968,0.499998049,8,0,0
0.999928057,0.638721392,6,1,1
0.00283533,0.053242947,3,0,0
0.999895453,0.331357843,3,1,0
0.000100614,0.400005693,5,0,0
0.999905626,0.713668434,6,1,1
0.99992156,0.535198338,8,1,1
0.75001852,0.178679675,6,1,0
0.500001951,0.016423349,5,1,0
0.000156752,0.838053137,5,0,1
0.400011505,0.186937234,6,0,0
0.999927998,0.609812517,6,1,1
8.55E-05,0.999980807,5,0,1
0.798266709,0.666443589,5,1,1
0.999858618,0.817027263,6,1,1
0.999938846,0.494009801,8,1,0
0.571473202,0.477453927,6,1,0
0.500119084,0.049370177,5,1,0
0.998577595,0.087994623,5,1,0
0.999860764,0.333349222,5,1,0
0.500003019,0.000294161,3,1,0
0.000326182,0.046338022,6,0,0
0.999528309,0.999803901,6,1,1
0.500036735,0.334710621,5,1,0
0.502383965,0.999983549,8,1,1
0.998912662,0.933595121,6,1,1
0.999905407,0.326981501,6,1,0
0.834138175,0.40000311,6,1,0
0.068173796,0.999965191,6,0,1
0.999916315,0.994647324,6,1,1
0.398547001,0.478914415,6,0,0
0.727886334,0.738431051,6,1,1
0.500001647,0.428587976,6,1,0
0.002116835,0.400215695,8,0,0
0.12546365,0.666661693,6,0,1
0.676313607,0.370728036,8,1,0
0.979002357,3.31E-05,6,1,0
0.979342997,0.795380345,6,1,1
0.651628925,0.999976635,8,1,1
9.36E-05,0.747529871,3,0,1
0.666322345,0.033343842,5,1,0
0.999922752,0.500000087,6,1,1
0.510587553,0.508493244,6,1,1
0.999930501,0.41149104,8,1,0
0.999920726,0.00798381,6,1,0
0.999927044,0.33181099,1,1,0
0.290001582,0.355174579,3,0,0
0.666647168,0.332251208,3,1,0
0.999817312,0.450566521,6,1,0
0.230507711,0.349385396,5,0,0
0.999868631,0.666662336,8,1,1
0.243560105,0.380007463,6,0,0
0.999929706,0.302231729,3,1,0
0.99983117,0.857130331,6,1,1
0.999838591,2.16E-05,6,1,0
0.749891511,0.058783025,8,1,0
8.46E-05,0.146438993,5,0,0
0.999523073,0.666648997,8,1,1
0.999813139,0.1667293,6,1,0
0.999915838,0.649016524,8,1,1
0.000408403,0.618365699,8,0,1
0.638829708,0.24976533,5,1,0
0.587780289,0.999291301,6,1,1
0.499967114,0.520928099,6,0,1
0.485152097,0.376467094,6,0,0
0.99982659,2.23E-05,5,1,0
0.999867678,0.026236328,6,1,0
0.007466356,0.141281523,3,0,0
0.109272249,0.05428935,6,0,0
0.999895811,0.613457533,8,1,1
0.999691218,0.666663175,8,1,1
0.666655145,0.999980867,6,1,1
7.32E-05,0.333344299,3,0,0
0.999934435,0.498752856,5,1,0
0.736514016,0.274365081,6,1,0
0.50025813,0.499981771,6,1,0
0.999916315,0.250035396,6,1,0
0.499969182,0.202827075,8,0,0
7.33E-05,2.19E-05,5,0,0
0.657297596,0.533501376,8,1,1
7.33E-05,0.571361631,8,0,1
0.236663595,0.579560461,6,0,1
8.33E-05,0.251308615,5,0,0
0.658176131,0.510014229,8,1,1
0.999884009,0.9999789,8,1,1
0.00025026,0.250015055,6,0,0
0.642152012,0.257993908,5,1,0
0.000116129,0.000392406,5,0,0
6.72E-05,0.132507633,3,0,0
0.002435573,0.201454974,6,0,0
0.330758655,0.285756412,6,0,0
0.681027368,0.500615826,6,1,1
0.008041353,6.83E-05,3,0,0
0.99990952,0.222265538,1,1,0
0.001699364,0.400275123,5,0,0
0.33337597,0.392041441,8,0,0
0.558557395,0.500001976,5,1,1
0.511972855,0.999956727,6,1,1
0.999921679,0.666085375,6,1,1
0.999930143,0.760010974,6,1,1
0.762460212,0.68568454,8,1,1
0.499998432,0.463887855,6,0,0
0.160424545,0.337873376,5,0,0
0.000169632,0.250142327,3,0,0
0.999938726,0.328603069,6,1,0
0.999934912,0.749991877,6,1,1
0.714221862,0.411462805,8,1,0
0.999919355,0.666513906,5,1,1
0.999913216,0.666521547,6,1,1
0.999922097,0.806779633,3,1,1
0.999926567,0.333063019,5,1,0
0.65957093,0.654388033,8,1,1
0.000399052,2.92E-05,6,0,0
0.99907434,0.200015176,5,1,0
7.54E-05,0.620100031,6,0,1
0.999772608,0.684594784,6,1,1
0.513903202,0.284860946,3,1,0
0.999923468,0.641134769,8,1,1
0.999925971,0.999980211,8,1,1
0.088831641,0.551523702,3,0,1
0.833367921,0.368518541,3,1,0
0.703158543,0.250015842,5,1,0
0.999931097,0.363853963,1,1,0
0.136426308,0.234773576,5,0,0
0.999880672,0.137620861,5,1,0
0.781133989,0.007538495,6,1,0
0.84216313,0.460407274,6,1,0
0.999920487,0.999980092,6,1,1
0.748982146,0.559698197,5,1,1
0.500763915,0.50001671,6,1,1
0.111977926,0.668431462,3,0,1
0.000165488,0.799990438,6,0,1
0.999928514,0.997817457,6,1,1
0.74996334,0.583471402,8,1,1
0.999924779,0.55387633,6,1,1
0.999932885,0.357723598,6,1,0
0.999810055,0.667678472,6,1,1
0.747886607,0.658705188,6,1,1
0.401135266,0.999971271,10,0,1
0.249505117,0.995662761,8,0,1
0.666374291,2.45E-05,6,1,0
0.999891996,0.749302715,8,1,1
0.99320519,2.53E-05,3,1,0
0.999926448,0.006769472,5,1,0
0.499993725,0.300314846,3,0,0
0.973151624,0.798181236,6,1,1
0.4837556,0.279795324,6,0,0
0.628505218,0.126673178,8,1,0
0.999938965,0.717791497,8,1,1
0.399717445,0.250016371,8,0,0
0.999937296,0.405252799,6,1,0
0.999927819,0.719624594,8,1,1
0.00088232,0.250050125,5,0,0
0.999917984,0.362054959,8,1,0
0.995376229,0.400104381,3,1,0
0.880818719,0.89889504,8,1,1
0.666482909,0.697306135,6,1,1
0.49998915,0.59996391,6,0,1
0.000355173,0.895077646,6,0,1
0.000203987,0.489554727,5,0,0
0.666690973,0.401713349,8,1,0
0.502119656,0.021227852,6,1,0
0.999931693,0.500182748,6,1,1
