clarity_average,contribution_average,evidence_average,motivation_average,originality_average,relatedwork_average,relevance_average,clarity_num,contribution_num,evidence_num,motivation_num,originality_num,relatedwork_num,relevance_num,score_total
0.001277427,0.704692081,0.166686969,0.999881029,0.549390469,0.999915004,0.5068414,5,7,6,1,9,1,4,6
0.356777178,0.501048527,0.117696102,0.476887625,0.999977469,0.999949217,0,8,2,14,4,2,1,0,3
0.250540956,0,0.375387186,0.999934554,0.843959197,0,0,4,0,8,1,4,0,0,6
0.999947548,0.416995803,0.428307255,0.910058677,0.471334788,4.38E-05,0.000380585,1,5,7,2,9,1,1,5
0.188806003,0.212194266,0.618689378,0.651937217,0.500161933,3.98E-05,0.027508289,6,3,5,2,2,1,1,8
0.319526229,0.715907734,0.2590083,0.98847954,0.558763413,0,0,4,4,8,4,9,0,0,8
0.499992548,0.575949032,0.394913511,0.999680042,0.000349151,6.84E-05,0,4,4,7,1,3,2,0,5
0.198514952,0,0.380634376,0.333413988,0.333349602,0,0,3,0,5,3,3,0,0,5
2.78E-05,0.797437033,0.000164594,0.499512986,0.333528379,0.387012262,0,8,5,13,2,6,2,0,6
0.001201797,0,0.667485628,0.333402158,2.29E-05,0,0,2,0,3,3,4,0,0,3
0.499978854,0.489020932,0.492595944,0.990108967,0.250076594,0.000111548,0.99801898,2,4,7,2,4,1,1,5
0.435984487,0.555408027,0.226425378,0.999903083,0.481615658,0,0.443313673,6,9,21,1,15,0,2,6
8.28E-05,3.64E-05,0.260277642,0.998047233,0.095025942,0,0.042559692,2,2,11,1,5,0,3,3
0.666378241,0.481624474,1.98E-05,0.666807206,0.56861177,0,0,3,2,1,3,5,0,0,5
0.593389886,0,0.36905055,0.99987936,0.289843521,0,0,5,0,5,1,7,0,0,6
1.81E-05,0.999717891,0.357237258,0.997497499,0.291265864,0.499970901,0.999876261,3,1,3,1,4,2,2,6
0,0.069952115,0.047068032,0.999915659,0.13997566,0,0,0,8,6,2,9,0,0,5
0.999984384,3.61E-05,0.243515909,0.500052515,0.665188194,0,0,1,1,6,2,3,0,0,3
0.749857193,0.433587806,0.000743421,0.780765376,0.422165561,4.46E-05,0,4,5,7,5,7,1,0,5
0.99989893,0.890187323,0.120918977,8.87E-05,0.490613848,4.19E-05,0.000303784,3,1,7,1,6,1,1,5
1.10E-05,0,0,0.137946874,0.17259695,9.96E-05,0,1,0,0,1,4,1,0,3
0.596095825,0.842039677,0.228120363,0.999907613,0.999977509,0.999698758,0,5,7,17,1,3,1,0,3
0.431663163,0.999931693,0.589894414,0.999862552,0.500011524,0,0,2,1,1,1,2,0,0,5
0.304877622,0.758258201,0.999972999,0.990878284,0.999940574,0,0,7,4,2,1,2,0,0,8
0.750047506,0.509483753,0.591426549,0.999924541,0.399432149,0.999958515,0,4,2,8,1,5,2,0,8
0.999985576,0.66634126,0.600000422,0.9999156,0.682303104,0,0,1,3,5,2,8,0,0,6
0.998035669,0.999745667,0.471931733,0.999931931,0.853250575,0,0,2,2,6,2,7,0,0,8
0.666524694,0.999776185,0.25083654,0.996009588,0.999982357,0,0,3,1,4,1,1,0,0,6
0.742868458,0.99903582,0.359876957,0.939351231,0.696003941,0.500125466,0.6983549,4,4,5,2,4,2,1,5
0.542453894,0.201636613,0.179497392,0.333668608,0.390506145,0,0,4,4,10,3,10,0,0,6
0.374991136,0.784547117,0.23176335,0.953364551,0.42713117,0.445433021,0,8,5,13,1,10,1,0,8
0.600000926,0.999167338,0.60216665,0.999933779,0.999981999,0,0,5,4,5,2,1,0,0,8
0,0.999011735,0.598277605,0.558270037,0.438033693,0,0,0,3,5,1,4,0,0,8
0.711082906,0.499011841,0.799979842,0.999933422,0.666625175,8.17E-05,0,3,2,5,2,6,1,0,6
0.660447986,0.989668548,2.02E-05,0.999138832,0.299183236,0,0,4,1,1,1,4,0,0,5
0.028447035,0.127985261,0.487930336,0.999245971,0.33324639,0,0,5,4,4,2,3,0,0,1
0.176070398,0.333923593,0.333335113,0.999720395,0.000764162,3.97E-05,0,5,3,3,1,3,1,0,3
0.991461396,0.999886513,0.222074425,0.999810656,0.315149535,0,0,3,1,9,3,5,0,0,5
0.002353387,0.46344912,0.211070466,0.999816477,0.200195591,0,0,3,6,7,1,5,0,0,6
0.644393496,0,0.333340626,0.999918222,0.499481353,0,0.999901772,3,0,3,1,6,0,1,6
0.000158352,0.749894186,0.235061125,0.999928594,0.440334292,0,0.000267628,2,4,11,1,14,0,1,6
0.666623065,0.091059878,0.333007363,0.001716163,0.999976456,0.00218644,0,3,2,3,1,2,5,0,8
0.009914258,0,0.321272843,0.000400428,0.335729858,0,0,3,0,3,2,3,0,0,5
0.600152958,0.749970052,0.315614184,0.999900222,0.815009952,0.015231627,0.500114391,10,4,19,1,3,3,2,6
0.993023336,0.999940097,0.980030239,0.999929577,0.797696446,0,0,4,2,2,4,5,0,0,8
0.33334675,0.999937475,0.199864366,0.99993211,0.554892773,0,0.000303672,3,2,5,2,9,0,1,3
0.499156786,4.65E-05,0.14330107,0.500037654,0.251479593,0,0,2,2,7,2,8,0,0,5
0.326795758,0.666625622,0.412952568,0.999927044,0.666625491,0,0.000306192,3,3,8,1,3,0,2,8
0.812244429,0.281149179,0.428252795,0.335658503,0.256303624,0,0.500102939,5,4,7,9,10,0,2,6
0.624208848,4.05E-05,0.329543822,0.512861514,0.248822805,0,0,8,2,9,2,4,0,0,3
0.000992847,0.743985851,2.91E-05,8.29E-05,0.470770362,0.000402172,0,7,4,2,1,6,2,0,5
0.077020311,0.370646986,0.001923555,0.291131388,0.04345419,0.000193402,0.525353421,13,7,14,4,6,1,2,3
6.27E-05,0.499982599,4.73E-05,7.10E-05,0.000172273,4.40E-05,0,1,2,4,2,2,1,0,3
0.095761118,0.294996269,0.201519696,0.993052781,0.999983191,0,0,3,4,5,1,1,0,0,3
0.335194975,0.49840096,0.892870843,0.999930978,0.332890649,9.65E-05,0,6,2,3,1,6,1,0,6
0.498872165,0.499966714,0,0.999536256,0.99991861,0,0,2,2,0,3,4,0,0,3
0.333756257,0.355318642,0.132870812,0.576054765,0.260844302,0.332749351,0,6,4,15,4,14,3,0,5
0.33367759,0.675532883,0.401487725,0.853381097,0.754125287,0.397912155,0,9,6,12,2,5,5,0,5
0.336933261,0,0.396322758,0.000192105,0.499504666,0.17366113,0,3,0,5,1,6,3,0,6
0.763556321,0.999644458,0.340644959,0.262469436,0.52133719,0.018802748,0,5,3,10,2,9,2,0,6
0.006327413,0.667025118,0.129001425,0.000245203,0.397049955,0.000335305,0.443532204,2,3,12,1,5,2,2,6
0.999835253,6.43E-05,0.209620327,0.000142068,2.39E-05,0,0,2,4,6,1,5,0,0,3
0.250529163,5.01E-05,0.334646011,0.53314108,5.02E-05,0.132202339,0,4,3,3,2,4,6,0,5
0.749956556,0.65004586,0.583337576,0.900916487,0.666562573,6.56E-05,0,4,3,7,2,3,1,0,8
6.20E-05,3.99E-05,0.12503791,0.500001475,0.333341244,3.56E-05,0.999912262,3,1,8,2,3,1,1,8
0.509897118,0.62988133,0.112266561,0.999928355,0.373156429,0,0,4,8,9,1,6,0,0,6
0.203364574,0.501499776,0.202994916,0.667631462,0.374869906,4.69E-05,0,6,4,16,3,17,1,0,6
0.40617889,0.913131701,0.666941581,0.667176509,0.331605423,0,0.988673151,5,7,3,3,9,0,2,8
0.267315925,0.443485544,0.331993013,0.981972963,0.262647556,0,0,10,9,15,2,15,0,0,5
0.333509964,0,0.40161251,0.999829888,0.989932676,0,0,3,0,5,1,3,0,0,8
1.40E-05,0.999708831,1.94E-05,0.999822915,0.997542858,0,0,3,1,2,1,2,0,0,6
0.206449259,0.499304701,0.066647811,0.999915123,0.499611723,0.50177409,0,5,4,5,1,2,2,0,8
0.492408147,0.996771475,0.60137562,0.999923944,0.749990507,0,0,4,3,5,1,4,0,0,8
0,3.61E-05,0.500098896,0.000138801,0.410014987,0,0,0,1,6,1,1,0,0,6
0.465170396,0.999940753,0.279276174,0.500020824,0.744447357,0.666423253,0,8,2,11,2,13,3,0,5
0.315589044,0.889321148,0.372296122,0.790100882,0.498087245,0,0.999643922,3,4,7,3,4,0,1,8
0.488675075,0.250366892,0.30101517,0.942516506,0.999964833,0,0.000384205,4,4,9,2,3,0,1,6
0.143844754,0.99044019,0.308168856,0.999935091,0.999979615,0,0.999916077,7,3,3,2,3,0,1,6
0.500013501,0.665043443,0.016408648,0.002323808,0.20283387,9.49E-05,0,4,6,5,1,5,2,0,8
0.230761599,0.666092397,0.325985367,0.447045186,0.414613096,0,0.999903202,19,12,12,9,19,0,2,8
1.35E-05,0.247087916,0.000899509,0.000243868,0.106637545,0,0.000365606,7,9,10,1,5,0,2,3
0.167005573,0.740354402,0.032838618,0.999601901,0.399762427,0.000114546,0,6,4,5,1,5,1,0,5
0.333363703,0.481697226,0.121749154,0.235229716,0.000218979,0,0.001032734,3,2,11,1,4,0,1,8
0.463935629,0.767665954,0.505530072,0.999849677,0.577594889,0,0.494256563,5,6,9,1,7,0,3,6
0.200014912,0.955000503,0.30935188,0.526472015,0.333458023,4.77E-05,0.019509884,5,7,7,2,3,2,1,6
0.006620669,0.71955128,0.270694503,0.500004646,0.66651315,0,0,5,7,16,4,6,0,0,5
0.999950767,0.403338525,0.575992599,0.970115602,0.341748073,0,0.999903202,3,10,10,2,9,0,1,8
0.667266782,0.282516645,0.372905007,0.999234676,0.333275083,0,0.00073758,3,4,6,1,3,0,1,8
0.498155197,0.995358765,0.984939262,0.500020452,0.676241761,0,0,4,1,4,2,3,0,0,8
0.025115947,0.326225233,3.14E-05,0.999305606,0.335215438,0,0,7,3,5,1,6,0,0,8
0.752888573,0.998637557,0.668857456,0.54604395,0.50490074,0,0,4,3,6,3,8,0,0,8
0.923847437,0.999114811,0.499994378,0.999934435,0.604483188,0,0,3,1,4,2,4,0,0,8
0.086613185,0.600241589,0.318650549,0.000376218,0.025474823,6.88E-05,0.014715747,18,11,28,1,3,3,2,8
0.999981761,0.994636834,0.250008495,0.999861697,0.989317685,0,0,1,1,4,3,2,0,0,6
0.393284537,0.497738816,0.235752017,0.69616691,0.454319592,8.70E-05,0,7,4,8,7,11,1,0,3
2.17E-05,0.999743958,0.200043227,0.798376352,0.167201841,0.061169695,0,2,3,5,3,5,1,0,3
0.663386207,0,0.333349723,0.999925613,0.482881188,0,0,3,0,3,1,1,0,0,6
0.999979854,0.499988388,0.378404513,0.463830007,0.384439489,3.95E-05,0.13970338,2,6,9,5,13,1,2,6
0.166673454,0.59839134,0.09296298,0.665319832,0.200648078,0.333343696,0.484968752,6,6,18,3,10,3,2,5
0.499995147,4.12E-05,4.84E-05,0.999879658,0.99997143,0,0,2,1,1,2,3,0,0,6
0.500003795,0.471427628,0.406911463,0.986969113,0.648581503,0.500006373,0.001261132,4,6,9,1,3,2,1,8
0.999972741,0.008756598,0.600381276,0.999556601,0.251342822,0.419021526,0,3,1,5,1,5,3,0,5
0.500034113,0.999392629,0.390975397,0.999679089,5.67E-05,0.884459913,0,4,1,6,2,4,1,0,6
0.425269882,0.664707218,0.085137011,0.903705835,0.332147834,0,0,7,3,12,4,9,0,0,5
0.999970794,0.788686514,0.522624007,0.499886661,0.833349854,0,0.999908686,1,2,4,2,6,0,1,6
0.333315415,0.159487097,0.276957281,0.000619501,0.285157027,0.011727797,0,12,6,4,1,7,6,0,6
0.250005285,0.575786315,0.533984395,0.990486592,0.646558362,0,0.002312248,4,7,15,4,6,0,2,8
0.216948111,0.505740437,0.278606365,0.000298228,0.391234496,0,0.332778049,7,4,8,2,5,0,3,3
0.666558776,0.340772124,0.143030187,0.951865315,0.63677123,0,0,3,3,3,1,3,0,0,5
0.200003643,0.746976627,0.125039963,0.250088259,0.666221608,0,0.00087583,5,4,8,4,3,0,2,5
0.427334832,0.245229349,0.283616454,0.281997032,0.571746457,0,0.999874353,7,1,7,4,7,0,1,3
0.333339463,0.499998881,0.999972224,0.000344014,0.20006961,0,0.998455763,3,2,2,1,5,0,1,8
0.999960025,0.330118626,0.267313944,0.995336413,0.99570787,0,0,3,1,4,2,5,0,0,8
0.499943857,0.027762274,0.406042793,0.000164052,0.249603884,0.995772898,0,4,2,5,1,8,1,0,6
0.99998349,0.333365396,0.375005315,0.999894142,0.376132223,0,0,2,3,8,1,5,0,0,6
0.975920538,7.89E-05,0.568449433,0.999922633,0.626533442,4.23E-05,0,3,1,6,1,5,1,0,6
0.398564967,0.997848779,0.295363192,0.508947792,0.599996731,0.398375408,0,5,4,14,2,5,4,0,5
0.33205211,3.50E-05,0.348013782,0.666601109,0.286093835,0.994215786,0.000362114,3,1,6,3,7,1,1,1
0.202133893,0.492356723,0.238986373,0.832230369,0.500223153,0.534035133,0.323941878,10,10,10,6,12,6,4,6
0.999670267,0.999326309,0.373889821,0.999872506,0.999972224,0.000462937,0.999823153,1,3,3,2,2,2,1,8
0.352892107,0.289802853,0.250178422,0.99992466,0.534126978,0,0,3,4,8,1,2,0,0,3
0.200049577,0.874030105,0.499990607,0.999927282,0.142880836,3.61E-05,0,5,8,6,1,7,1,0,6
0.000155403,0.495453892,0.389332987,0.987360388,0.212082865,0,0,1,2,10,2,13,0,0,5
0.666679851,0,0.598574013,0.999863982,0.996543109,0,0,3,0,2,1,1,0,0,8
0.166745563,3.87E-05,0.424383608,0.999699712,0.333231091,0,0.000364102,6,4,9,2,9,0,1,6
0.127930837,0.43834353,0.180414536,0.999541084,0.446383309,0.000402197,0.000428749,15,8,16,3,9,4,1,8
0.333370103,0.999493569,0.437668242,9.73E-05,0.208433673,0,0,3,4,7,1,10,0,0,6
0.077035164,0.869459139,0.118293569,0.000165672,0.394660415,0,0.000350596,13,7,17,3,6,0,1,6
0.998605788,0.499979719,0.166690261,0.499957039,0.684099317,0,0,1,2,6,2,1,0,0,6
1.75E-05,0.499986365,3.10E-05,0.00020069,0.542165771,0.999580801,0,2,2,2,1,2,1,0,6
0.599992002,0.991411418,0.289664346,0.143909174,0.33334894,0,0.325265679,5,4,13,7,3,0,2,6
0.249966527,0.000251223,0.407303085,0.999937534,0.598015199,0,0,4,1,7,1,5,0,0,6
0.499997239,3.66E-05,0.167146371,0.333355764,0.390573605,0,0,2,2,6,3,11,0,0,6
0.378653875,0.999571741,0.99016872,0.999738038,0.739255146,0,0,5,1,2,1,5,0,0,6
0.400325684,0.50016611,0.198370984,0.999939561,0.803107684,0.999916911,0,5,4,6,1,5,1,0,6
0.563353657,0.666648345,0.304275225,0.999905038,0.44442396,0.819929779,0,6,3,10,5,14,1,0,6
0.402791275,0.593527257,0.7094927,0.333928199,0.686012733,0,0,5,1,7,3,5,0,0,10
0.274054267,0.963388426,0.273401552,0.99991709,0.334796412,0,0.999900997,13,7,11,2,10,0,2,8
0.09117178,0.642361957,0.197212325,0.500018907,0.233479748,0.989106834,0.261438405,11,8,18,2,23,1,5,3
0.006231765,0.999899149,0,0.346076339,0.666658611,4.58E-05,0.99990952,3,1,0,3,3,3,1,6
0.999926925,0.406733547,0.166876928,0.999920964,2.66E-05,0,0,1,5,6,1,3,0,0,3
0.034537654,0.672405651,0.603652847,0.999907374,0.999884516,0,0.999837756,4,6,6,1,2,0,1,3
0.000713749,0,0.999973416,0.902013004,0.500094358,5.84E-05,0,1,0,1,1,4,2,0,6
0.667183853,3.59E-05,0.499997806,0.999799177,0.37477888,5.55E-05,0,3,2,2,4,8,1,0,6
0.999920487,0.999941429,0.333351755,0.76106485,0.540447554,0,0,1,3,3,4,7,0,0,6
0.11778448,0.519967373,0.244872775,0.468040942,0.37451053,0.247628308,0.570518976,28,12,45,6,24,2,7,3
0.499867817,0.655378732,0.200435372,0.999886632,0.182810839,9.95E-05,0,2,6,5,2,6,2,0,3
5.10E-05,3.54E-05,0.001420561,7.24E-05,1.97E-05,0,0,4,1,3,1,1,0,0,3
0.666577345,0.499885766,0.331552711,0.965820789,0.33295302,0,0,3,4,4,2,3,0,0,8
0.799132171,0.999948978,0.601946247,0.999930143,0.422946665,0,0,5,3,5,1,5,0,0,8
0.243657516,0.041916728,0.250027704,0.500040621,0.205585415,0.000308404,0.08650514,8,2,4,4,10,1,2,3
0.997605979,0.999947727,0.414786476,0.977345149,0.999982655,0,0,2,2,6,3,2,0,0,5
0.529042818,0.111698647,0.483538813,0.500626908,0.12454575,0,0.022141981,4,3,2,4,9,0,2,6
0.993896818,0.001944349,0.294739423,0.39926456,0.071012652,0,0,5,4,9,5,15,0,0,6
0.346132704,0.626219658,0.262730642,0.499921349,0.403793737,0.483989776,0.7583009,5,3,15,2,13,2,1,6
0.748295108,0.749555492,0.231950634,0.862913084,0.203583238,0,0.775706599,4,4,9,5,10,0,3,3
0.998580853,0.933934927,0.000101777,0.666691202,0.52810001,5.36E-05,0,3,1,1,3,6,1,0,6
9.89E-05,0.600372358,0.461932629,0.333398786,0.194048298,0.999745309,0,1,5,2,3,4,1,0,8
0.249893746,0.59837783,0.499273732,0.55960166,0.230127223,0,0,4,5,4,3,9,0,0,5
0.250006758,0.664483036,0.125451129,0.499957943,0.687643439,0.457889962,0,4,6,8,4,10,2,0,5
0.000768299,0.639510098,0.170817632,0.724562595,0.093534247,0,0,10,12,16,3,13,0,0,5
0,0.000986602,0.669550664,0.500004367,0.999949455,0,0,0,1,3,2,1,0,0,8
0.258832246,0.630112832,0.098693088,6.32E-05,0.503579741,0,0.00049223,4,4,10,1,4,0,1,5
0.635086811,0,0.162056122,0.015177335,0.410214446,0,0,3,0,7,3,4,0,0,6
0.827447951,0.703373569,3.12E-05,0.640309506,0.618619261,0,0,2,3,4,3,8,0,0,5
0.390507325,0.347444942,0.225260713,0.000161345,0.378130332,6.00E-05,0.000313844,7,6,8,1,5,1,1,6
0.275718696,0.999917209,0.362026456,0.99992013,0.666664217,0,0.999909878,2,2,5,2,3,0,1,3
2.08E-05,0.999949574,0.333328205,0.499997237,0.936305831,0,0,1,1,6,2,6,0,0,6
6.39E-05,0.325666905,0.661411343,0.999781191,0.332428209,0,0,5,6,3,1,3,0,0,5
0.142927377,0.198804802,0.394387056,0.999878645,0.166627299,0,0,7,5,5,1,6,0,0,3
0,0.99916923,0,0.999930024,0.63185273,0.029722378,0.999782503,0,1,0,1,4,1,1,3
1.84E-05,0,0.142852567,0.001986855,0.000128768,0.000101522,0.981863976,6,0,7,2,4,1,1,3
0.054943992,0.668720685,0.133899555,0.00781388,0.531937286,0.666687448,0.999877572,6,9,17,1,12,3,1,6
1.23E-05,0.575925183,0.143015045,0.264199274,0.089683283,0,0,2,4,7,3,12,0,0,3
1.08E-05,0.962067962,0.357579599,0.749965262,0.666661895,0.043319777,0,2,1,6,4,3,4,0,3
0.045232499,0,2.58E-05,0.000120361,2.63E-05,0,0,13,0,8,1,2,0,0,5
2.06E-05,0.677016601,0.199990821,0.000144576,0.002681516,0.003578806,0.000481836,7,2,5,1,7,1,1,5
0.998645097,0.936898828,2.73E-05,0.587363064,0.002946511,0,0,2,1,1,1,1,0,0,3
0.16661274,0.48313892,0.20315608,0.999904752,0.16717296,4.30E-05,0.000284047,6,6,10,1,6,1,1,3
0.337615717,8.23E-05,0,0.254233298,0.500000498,0.000280067,0,5,2,0,4,2,2,0,5
0.333110673,0.39607867,0.001232075,0.9998492,0.00078374,0,0,3,3,7,1,3,0,0,6
0.519018907,0.738165744,0.318735437,0.9999156,0.500001591,0.762928724,0,5,4,3,2,4,1,0,8
0.502427944,0.000140393,0.333445615,0.574309305,0.349993732,0,0,4,1,3,6,6,0,0,8
0.017210151,0.149077516,0.133273061,7.49E-05,0.212659422,0.498598837,0.523631789,19,4,15,1,12,2,2,3
2.06E-05,3.53E-05,5.31E-05,0.241014737,0.500001211,0,0.000264133,4,1,1,4,2,0,1,3
0.400244896,0.000415118,0.154763939,0.373343891,0.399946126,0,0,5,4,13,3,5,0,0,5
0.999508381,0.99994266,0.539842415,0.684503133,0.548546065,0,0.999585807,2,1,7,3,7,0,1,8
0.50108535,0.522637224,0.660461103,0.832999662,0.514323151,0.000398509,0.999910235,12,3,9,6,16,1,1,6
0.994913479,0.772927165,0.333041473,0.553662555,0.245571043,5.43E-05,0,3,1,4,3,8,1,0,5
0.144230942,0.665846714,0.49128363,0.333586245,0.712606195,0,0,7,6,5,3,7,0,0,8
0.500004256,0,0.799990849,0.999929726,0.749980195,0,0,4,0,5,2,4,0,0,8
0.125005284,0.592340055,0.498795917,0.186389098,0.62318838,6.30E-05,0.004714278,8,4,10,4,8,1,1,6
0.666522268,0.514532387,0.499996204,0.602306259,0.279131004,0.501290245,0.503185074,3,1,2,3,8,2,2,3
0.998869459,0.999578834,0.233211043,0.99986589,0.995011548,0,0,3,2,5,1,3,0,0,8
0.200091428,0.094802488,0.421664622,0.001463518,2.44E-05,5.46E-05,0,5,5,5,1,6,1,0,3
0.002466269,0.499949688,0.424891505,0.667067409,0.75593425,0.50003613,0.104205444,2,2,6,3,4,2,1,5
0.488056572,0.428303427,0.125258837,0.296968444,2.09E-05,0.159443873,0.494026389,4,7,8,4,3,2,2,3
0.376924456,0.399926398,0.60169847,0.003392178,0.333088051,0,0,5,5,7,1,6,0,0,8
0.666654801,0,0.001487868,0.749945053,0.666660782,0,0,3,0,2,4,3,0,0,6
0.010816944,0,0.16672695,0.01711393,0.018623332,0.404707724,0,1,0,6,1,4,2,0,5
0.499995657,0.499991327,0.000111749,0.300155936,2.03E-05,0,0,4,2,2,5,1,0,0,5
0.999981523,0.269211732,5.20E-05,0.833656788,0.428574029,0,0,2,3,4,3,7,0,0,3
0.428545942,0.05869233,0.585481501,0.74916623,0.597407434,0,0,7,3,10,4,4,0,0,6
0.333336047,0.648314379,0.087971309,0.000140107,0.285096496,8.22E-05,0.000539531,3,7,12,4,21,1,1,5
0.272959141,0,0.111103437,0.007474114,0.408406138,0.500595098,0.999898911,6,0,9,2,4,2,1,5
0.566094105,0.499992481,0.453649376,0.500001535,0.509154648,0,0.999835014,7,2,11,2,7,0,1,5
0.125009763,0,0.153784131,0.000133867,0.108945061,0.499999855,0,8,0,6,1,7,2,0,5
0.749943395,0.289773042,0.001527354,0.999901503,0.604362254,0,0,4,7,7,4,12,0,0,5
0.348490844,5.11E-05,0.081218671,0.999001205,0.285819707,0.995487034,0.71879907,5,2,6,1,14,1,5,3
0.995969256,0.999918342,0.599450581,0.999937057,0.502340318,0,0.000754407,3,2,5,1,6,0,1,8
0.219200948,4.76E-05,2.51E-05,0.666597844,0.321887734,0,0,4,2,2,3,9,0,0,3
0.200020589,0.49762483,0.166465913,0.000959583,0.374607273,0.99996829,0.999904037,10,6,8,1,3,1,1,6
0.010828479,0.983651698,0.143900531,0.109233968,0.28389608,0,0.002172424,8,1,7,1,7,0,3,8
0.567543598,0.059637418,0.280487851,0.999428689,0.200010321,4.62E-05,0,7,3,4,1,5,1,0,3
0.250015407,0.999222553,0.272641945,0.93695126,0.598290886,0,0.996987462,4,5,10,3,5,0,2,5
0.219279989,0.562140354,0.198893208,0.668965276,0.173108745,4.12E-05,0,21,21,30,6,18,1,0,5
5.27E-05,0.999899864,0.480325738,0.336207289,0.198494089,0.000344808,0.999877095,3,1,6,3,5,1,1,5
0.090933715,0.997451507,0.081669375,0.999826908,0.358216218,0.013144373,0,11,8,15,3,15,4,0,6
0.494496674,0.983488142,4.92E-05,0.999921381,0.997489095,0,0,2,1,1,2,2,0,0,8
0.999983549,0,0.666484544,0.999932528,0.666658536,0,0,1,0,3,1,3,0,0,6
0.734881741,0.66663358,0.605058348,0.941561848,0.499995328,0,0,4,3,5,2,6,0,0,6
0.475236239,0.999947548,0.723656836,0.999776244,0.711363541,0.004889093,0,4,2,7,2,9,1,0,8
0.993751585,0.993356183,2.89E-05,0.999702632,0.571461639,0.000375393,0,2,4,3,5,7,2,0,5
0.74862289,0.666745092,0.407336594,0.994653463,0.620758379,0.999876648,0,8,3,12,3,9,2,0,8
0.49995982,0.999698639,0.200538047,0.434807295,0.499674104,0,0.011501891,2,1,5,2,4,0,1,6
1.23E-05,0.333657405,0.524785514,0.381528314,0.616129318,0.001210237,0.498398876,1,6,8,3,8,2,2,8
0.077026538,0.633335126,0.171715553,0.700397968,0.332910609,0,0,13,11,12,1,6,0,0,6
6.64E-05,0.340021904,0.170323471,7.35E-05,0.552433699,0.00010447,0,3,3,7,1,2,3,0,5
0.500053212,0,0.400012934,0.999925375,0.999981046,0.000117096,0.998487085,2,0,5,2,1,3,2,8
1.22E-05,0,3.96E-05,8.88E-05,0.250551438,0.013549945,0.999573529,1,0,6,3,4,3,2,3
0.002119072,0.671140149,0.671233458,0.999889433,0.624097053,0,0,2,6,3,4,8,0,0,8
4.33E-05,0.667083045,0.24724705,0.999932647,0.624894151,0,0.002927424,7,3,8,1,8,0,2,5
0.000484478,0,0.001005481,0.503004923,0.703703416,0.000384132,0,4,0,7,2,4,1,0,3
0.333341708,0.499962634,0.287505652,9.05E-05,0.400009835,0,0,3,2,12,1,5,0,0,3
0.499975556,0.705909554,0.300989764,0.999653101,0.500000965,0.499999924,0.456144772,4,7,10,1,2,2,2,8
4.36E-05,0.333089818,0.101322261,0.000486602,0.475279992,0,0,2,3,4,1,2,0,0,6
0.098581874,0.337625442,0.359408139,0.499866078,0.249714545,0.00392567,0,8,3,5,2,4,2,0,5
0.250008969,0.801071332,2.93E-05,0.889729351,0.255230273,0.500003095,0,4,7,5,2,16,2,0,3
1.30E-05,0.642461714,0.418210407,0.999931455,0.999978065,0,0,2,5,5,1,2,0,0,8
0.765472539,0.833198151,0.235114375,0.999906023,0.971418202,0.481893982,0.998551518,5,6,10,6,3,4,2,6
0.341768142,0.666620945,0.000209682,0.547209995,0.333341026,0,0,2,3,6,3,6,0,0,5
0.499995587,0.499598682,0.250433097,0.999916792,0.333352814,0,0,2,1,4,1,6,0,0,6
0.496433773,0.761427432,0.095662949,0.999927878,0.330568899,0,0,4,3,5,1,6,0,0,3
0.374962059,0.451492893,0.323025056,0.999917507,0.426521496,3.63E-05,0,8,2,11,1,7,1,0,6
1.94E-05,0.782023998,0.45453724,0.000122247,0.331496807,0.000250431,0,2,11,11,1,3,1,0,5
0.000338388,3.83E-05,0.131308493,9.14E-05,0.125056437,0.936840852,0,4,1,7,1,8,3,0,3
0.27608834,0,0.999970198,0.999743462,0.990751187,0,0.000478093,3,0,1,3,3,0,1,8
0.502199568,0,0.324655914,0.999918103,0.990375519,0,0,4,0,3,2,2,0,0,5
0.272738206,0.59650264,0.272294622,0.999914944,0.398329464,0,0.844780684,11,3,11,2,7,0,1,5
0.008604292,3.53E-05,0.723587388,0.959142447,0.396238212,0,0,3,1,4,1,6,0,0,3
0.003106658,0,2.35E-05,6.72E-05,0.666661901,0,0,2,0,4,2,6,0,0,3
0.300907134,0.748634409,0.21325941,0.369403749,0.74999289,0.013650941,0,5,4,14,2,4,1,0,5
0.628055869,0.506712641,0.285735575,0.597632419,0.444327874,0,0.758806854,6,4,7,5,9,0,2,5
0.096735351,0.733284942,0.144759965,0.997842431,0.333624461,0,0.108903725,19,4,18,3,6,0,2,3
5.36E-05,0.332839455,0.334133991,0.999932647,0.99998188,0,0,6,6,3,1,2,0,0,6
0.666640762,3.74E-05,0.33351169,0.99932313,0.976386279,4.42E-05,0,3,2,3,2,4,1,0,5
0.000317353,0,1.99E-05,0.031790111,0.285386571,0,0,1,0,2,1,7,0,0,6
0.443869393,0.333350485,0.143827373,0.961455584,0.503923112,0.681309342,0.50014684,9,3,7,3,6,1,2,6
1.39E-05,0.756086467,0.003658982,0.333435549,0.206199048,0.009728458,0.999912024,3,4,10,3,5,1,1,5
0.126484304,0.791787948,0.220971501,0.677973561,0.334193369,0.001244657,0,8,5,9,6,6,1,0,3
0.499998903,0.143065858,0.395831956,0.999927163,0.250010212,0,0.001271001,2,7,5,1,8,0,2,5
